symbol,exchange,company_name,display_name,en_company_name,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,status,needs_review
SZL,HOSE,CTCP Sonadezi Long Thành,Sonadezi Long Thành,Sonadezi Long Thanh Shareholding Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/SZL/ho-so-doanh-nghiep.htm,OK,YES
TAR,UPCOM,CTCP Nông nghiệp Công nghệ cao Trung An,Nông nghiệp Công nghệ cao Trung An,Trung An Hi-Tech Farming JSC,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TAR/ho-so-doanh-nghiep.htm,OK,NO
TBC,HOSE,CTCP Thủy điện Thác Bà,Thủy điện Thác Bà,Thac Ba Hydro Power Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TBC/ho-so-doanh-nghiep.htm,OK,YES
TBD,UPCOM,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,Thiết bị Điện Đông Anh - CTCP,Dong Anh Electrical Equiment Corporation - Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TBD/ho-so-doanh-nghiep.htm,OK,YES
TBH,UPCOM,CTCP Tổng Bách Hóa,Tổng Bách Hóa,General Department Store Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TBH/ho-so-doanh-nghiep.htm,OK,YES
TCD,HOSE,CTCP Tập đoàn Xây dựng TRACODI,Xây dựng TRACODI,TRACODI Construction Holdings Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TCD/ho-so-doanh-nghiep.htm,OK,NO
TCI,HOSE,CTCP Chứng khoán Thành Công,Chứng khoán Thành Công,Thanh Cong Securities Company,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TCI/ho-so-doanh-nghiep.htm,OK,NO
TCK,UPCOM,Tổng Công ty Cơ khí Xây dựng - CTCP,Cơ khí Xây dựng - CTCP,Construction Machinery Corporation - JSC,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Máy móc & Thiết bị,NORMAL,30,may moc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TCK/ho-so-doanh-nghiep.htm,OK,NO
TCL,HOSE,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics & Stevedoring Joint Stock Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TCL/ho-so-doanh-nghiep.htm,OK,YES
TCO,HOSE,CTCP TCO Holdings,TCO Holdings,TCO Holdings joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TCO/ho-so-doanh-nghiep.htm,OK,NO
TD6,HNX,CTCP Than Đèo Nai - Cọc Sáu - TKV,Than Đèo Nai - Cọc Sáu - TKV,Deo Nai ? Coc Sau ? TKV Coal Joint Stock Company,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TD6/ho-so-doanh-nghiep.htm,OK,NO
TDF,UPCOM,CTCP Trung Đô,Trung Đô,TRUNG DO JOINT STOCK COMPANY,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TDF/ho-so-doanh-nghiep.htm,OK,NO
TDG,HOSE,CTCP Đầu tư TDG Global,Đầu tư TDG Global,TDG Global Investment Joint Stock Company,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TDG/ho-so-doanh-nghiep.htm,OK,YES
TDH,HOSE,CTCP Phát triển Nhà Thủ Đức,Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TDH/ho-so-doanh-nghiep.htm,OK,YES
TDM,HOSE,CTCP Nước Thủ Dầu Một,Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TDM/ho-so-doanh-nghiep.htm,OK,YES
TDT,HNX,CTCP Đầu tư và Phát triển TDT,Đầu tư và Phát triển TDT,TDT Investment and Development Joint Stock Company,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TDT/ho-so-doanh-nghiep.htm,OK,NO
TEG,HOSE,CTCP Năng lượng và Bất động sản Trường Thành,Năng lượng và Bất động sản Trường Thành,Truong Thanh Energy and Real Estate JSC,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Thương mại & Phân phối,NORMAL,33,phan phoi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TEG/ho-so-doanh-nghiep.htm,OK,NO
TGG,UPCOM,CTCP The Golden Group,The Golden Group,The Golden Group Joint Stock Company,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TGG/ho-so-doanh-nghiep.htm,OK,YES
THD,HNX,CTCP Thaiholdings,Thaiholdings,Thaiholdings Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Thương mại & Phân phối,NORMAL,33,phan phoi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/THD/ho-so-doanh-nghiep.htm,OK,NO
THG,HOSE,CTCP Đầu tư và Xây dựng Tiền Giang,Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment And Construction JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/THG/ho-so-doanh-nghiep.htm,OK,NO
THN,UPCOM,CTCP Cấp nước Thanh Hóa,Cấp nước Thanh Hóa,Thanh Hoa Water Supply JSC,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/THN/ho-so-doanh-nghiep.htm,OK,YES
THP,UPCOM,CTCP Thủy sản và Thương mại Thuận Phước,Thủy sản và Thương mại Thuận Phước,Thuan Phuoc Seafoods & Trading Corporation,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/THP/ho-so-doanh-nghiep.htm,OK,NO
THT,HNX,CTCP Than Hà Tu - Vinacomin,Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal JSC,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/THT/ho-so-doanh-nghiep.htm,OK,NO
TID,UPCOM,CTCP Tổng Công ty Tín Nghĩa,Tín Nghĩa,Tin Nghia Corporation,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TID/ho-so-doanh-nghiep.htm,OK,NO
TIN,UPCOM,Công Ty Tài chính Cổ phần Tín Việt,Công Ty Tài chính Cổ phần Tín Việt,VietCredit Finance Joint Stock Company,Tài chính,Tổ chức tín dụng,Tín dụng phi ngân hàng,Tài chính,Tổ chức tín dụng,Tín dụng phi ngân hàng,Ngân hàng,BANK,1,ngan hang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TIN/ho-so-doanh-nghiep.htm,OK,NO
TIP,HOSE,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development JSC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TIP/ho-so-doanh-nghiep.htm,OK,YES
TIS,UPCOM,CTCP Gang thép Thái Nguyên,Gang thép Thái Nguyên,Thai Nguyen Iron And Steel JSC,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TIS/ho-so-doanh-nghiep.htm,OK,NO
TIX,HOSE,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import Export Joint Stock Corporation,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TIX/ho-so-doanh-nghiep.htm,OK,YES
TLD,HOSE,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development And Construction Investment JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TLD/ho-so-doanh-nghiep.htm,OK,NO
TLG,HOSE,CTCP Tập đoàn Thiên Long,Thiên Long,Thien Long Group Corporation,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TLG/ho-so-doanh-nghiep.htm,OK,YES
TLH,HOSE,CTCP Tập đoàn Thép Tiến Lên,Thép Tiến Lên,Tien Len Steel Group Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TLH/ho-so-doanh-nghiep.htm,OK,NO
TLP,UPCOM,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thanh Le General Import-Export Trading Corporation,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TLP/ho-so-doanh-nghiep.htm,OK,NO
TMP,HOSE,CTCP Thủy điện Thác Mơ,Thủy điện Thác Mơ,Thac Mo Hydro Power Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TMP/ho-so-doanh-nghiep.htm,OK,YES
TMS,HOSE,CTCP Transimex,Transimex,Transimex Corporation,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TMS/ho-so-doanh-nghiep.htm,OK,YES
TMT,HOSE,CTCP Ô tô TMT,Ô tô TMT,TMT Motors Corporation,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TMT/ho-so-doanh-nghiep.htm,OK,YES
TN1,HOSE,CTCP Rox Key Holdings,Rox Key Holdings,Rox Key Holdings Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TN1/ho-so-doanh-nghiep.htm,OK,YES
TNA,UPCOM,CTCP Thương mại Xuất nhập khẩu Thiên Nam,Thương mại Xuất nhập khẩu Thiên Nam,Thien Nam Trading Import Export JSC,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNA/ho-so-doanh-nghiep.htm,OK,NO
TNH,HOSE,CTCP Tập đoàn Bệnh viện TNH,Bệnh viện TNH,TNH Hospital Group Joint Stock Company,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Dược & Y tế,NORMAL,19,cham soc suc khoe,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNH/ho-so-doanh-nghiep.htm,OK,NO
TNT,HOSE,CTCP Tập đoàn TNT,TNT,TNT Group JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNT/ho-so-doanh-nghiep.htm,OK,NO
TNV,UPCOM,CTCP Thống Nhất Hà Nội,Thống Nhất Hà Nội,Thong Nhat Ha Noi Joint Stock Company,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Sản phẩm giải trí,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Sản phẩm giải trí,Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNV/ho-so-doanh-nghiep.htm,OK,NO
TOP,UPCOM,CTCP Phân phối Top One,Phân phối Top One,Top One Allot Joint Stock Company,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TOP/ho-so-doanh-nghiep.htm,OK,NO
TPC,HOSE,CTCP Nhựa Tân Đại Hưng,Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Nguyên vật liệu,Bao bì và vật chứa,,Bao bì,NORMAL,31,bao bi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TPC/ho-so-doanh-nghiep.htm,OK,NO
TPP,HNX,CTCP Tân Phú Việt Nam,Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Nguyên vật liệu,Bao bì và vật chứa,,Bao bì,NORMAL,31,bao bi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TPP/ho-so-doanh-nghiep.htm,OK,NO
TRA,HOSE,CTCP Traphaco,Traphaco,Traphaco Joint Stock Company,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TRA/ho-so-doanh-nghiep.htm,OK,NO
TRC,HOSE,CTCP Cao su Tây Ninh,Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TRC/ho-so-doanh-nghiep.htm,OK,NO
TRV,UPCOM,CTCP Vận tải Đường sắt,Vận tải Đường sắt,Railway Transport Joint Stock Company,Công nghiệp,Vận tải,Vận tải mặt đất,Công nghiệp,Vận tải,Vận tải mặt đất,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TRV/ho-so-doanh-nghiep.htm,OK,YES
TSA,UPCOM,CTCP Đầu tư và Xây lắp Trường Sơn,Đầu tư và Xây lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TSA/ho-so-doanh-nghiep.htm,OK,NO
TSC,HOSE,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Vật tư Kỹ thuật nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TSC/ho-so-doanh-nghiep.htm,OK,NO
TSJ,UPCOM,CTCP Du lịch Dịch vụ Hà Nội,Du lịch Dịch vụ Hà Nội,HaNoi Tourist Service Joint Stock Company,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TSJ/ho-so-doanh-nghiep.htm,OK,NO
TTA,HOSE,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Constrution Investment Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TTA/ho-so-doanh-nghiep.htm,OK,YES
TTB,UPCOM,CTCP TTBGroup,TTBGroup,TTBGroup Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TTB/ho-so-doanh-nghiep.htm,OK,YES
TTE,HOSE,CTCP Đầu tư Năng lượng Trường Thịnh,Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TTE/ho-so-doanh-nghiep.htm,OK,YES
TTH,HNX,CTCP Thương mại và Dịch vụ Tiến Thành,Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTH/ho-so-doanh-nghiep.htm,OK,NO
TTL,HNX,Tổng Công ty Thăng Long - CTCP,Thăng Long - CTCP,Thang Long Joint Stock Corporation,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTL/ho-so-doanh-nghiep.htm,OK,NO
TTN,UPCOM,CTCP Công nghệ & Truyền thông Việt Nam,Công nghệ & Truyền thông Việt Nam,Viet Nam Technology & Telecommunication JSC,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Viễn thông,NORMAL,23,vien thong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTN/ho-so-doanh-nghiep.htm,OK,NO
TTS,UPCOM,CTCP Cán Thép Thái Trung,Cán Thép Thái Trung,Thai Trung Rooling JSC,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTS/ho-so-doanh-nghiep.htm,OK,NO
TV1,UPCOM,CTCP Tư vấn Xây dựng Điện 1,Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Dịch vụ công nghiệp,NORMAL,34,dich vu chuyen nghiep,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TV1/ho-so-doanh-nghiep.htm,OK,NO
TVB,HOSE,CTCP Chứng khoán T-Cap,Chứng khoán T-Cap,T-Cap Securities Joint Stock Corporation,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVB/ho-so-doanh-nghiep.htm,OK,NO
TVC,HNX,CTCP Tập đoàn Quản lý tài sản T-Corp,Quản lý tài sản T-Corp,T-Corp Asset Management Corporation Joint Stock Company,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVC/ho-so-doanh-nghiep.htm,OK,NO
TVD,HNX,CTCP Than Vàng Danh - Vinacomin,Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal JSC,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVD/ho-so-doanh-nghiep.htm,OK,NO
TVS,HOSE,CTCP Chứng khoán Thiên Việt,Chứng khoán Thiên Việt,Thien Viet Securities Joint Stock Company,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVS/ho-so-doanh-nghiep.htm,OK,NO
TVT,HOSE,Tổng Công ty Việt Thắng - CTCP,Việt Thắng - CTCP,Viet Thang Corporation,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVT/ho-so-doanh-nghiep.htm,OK,NO
UDC,UPCOM,CTCP Đầu tư Xây dựng UDCons,Đầu tư Xây dựng UDCons,UDCons Construction Investment Corporation,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/UDC/ho-so-doanh-nghiep.htm,OK,NO
UNI,HNX,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,Đầu Tư Và Phát Triển Sao Mai Việt,Sao Mai Viet Investment And Development Joint Stock Company,Bất động sản,Bất động sản,Dịch vụ bất động sản,Bất động sản,Dịch vụ bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/UNI/ho-so-doanh-nghiep.htm,OK,YES
UXC,UPCOM,CTCP Chế biến Thủy sản Út Xi,Chế biến Thủy sản Út Xi,Ut Xi Aquatic Products Processing Corporation,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/UXC/ho-so-doanh-nghiep.htm,OK,NO
